K,Regret,ProcessTime,SpaceUsage
100,53.63148228976572,2458266692.0,8276000.0
120,66.33029455611023,5819693589.0,9240000.0
140,77.58493028953075,7745487695.0,10204000.0
160,86.77125908833145,9538230859.0,11168000.0
180,101.37291840435331,11237124617.0,11939200.0
200,112.3873276964351,13025204307.0,12710400.0
220,118.78187767554866,15510751508.0,13481600.0
240,132.68106561613806,16621657149.0,14252800.0
260,140.8157627027297,19752806985.0,15024000.0
280,153.90207872195327,25344375733.0,15602400.0
300,164.93587868879382,17022671654.0,16373600.0
320,174.41972804269363,25023131792.0,16952000.0
340,190.97995680039227,27653348354.0,17723200.0
360,197.3312532596732,29980065393.0,18301600.0
380,206.2112305347349,40510214110.0,19072800.0
400,222.6228863610878,52601179437.0,19651200.0
420,233.4787535227853,61404593584.0,20229600.0
440,239.88902974456136,69475110450.0,20808000.0
460,248.48748557625763,77574484179.0,21386400.0
480,265.7272011036063,88932252304.0,21964800.0
500,273.6067810973717,43874523243.0,22543200.0
520,289.2991045852832,53966798713.0,23121600.0
540,295.02827273716275,73081839787.0,23700000.0
560,310.412361295766,96833711524.0,24278400.0
580,319.8324789954842,111271650806.0,24856800.0
600,323.496891221112,122233104433.0,25242400.0
620,343.8486801047908,139287710036.0,25820800.0
640,361.860992416146,147096494100.0,26399200.0
660,361.3391157825607,155955680582.0,26977600.0
680,374.2710412775855,167287138543.0,27363200.0
700,385.69088462809145,83792025702.0,27941600.0
720,395.7695803517291,119564150472.0,28327200.0
740,409.6507904618601,164976045901.0,28905600.0
760,417.2352398533644,190319252318.0,29484000.0
780,425.4262608891712,201025018497.0,29869600.0
800,448.51799167292126,221084927669.0,30448000.0
820,452.03223422449486,227371719874.0,30833600.0
840,465.2051800625329,233976732431.0,31412000.0
860,477.1393617269296,246127452848.0,31797600.0
880,479.3803839464219,253327619206.0,32376000.0
900,498.0782123245264,145497205102.0,32761600.0
920,502.5343055317072,229339031620.0,33147200.0
940,521.3340204274722,274521115653.0,33725600.0
960,523.7068557123948,295879704120.0,34111200.0
980,548.1116940078912,303756720497.0,34496800.0
1000,549.7613219775734,327565922542.0,35075200.0
1020,564.3498766321295,328603698749.0,35460800.0
1040,572.4339352530178,342639771975.0,35846400.0
1060,578.5263455421242,348637578649.0,36424800.0
1080,589.6055897869678,352005271593.0,36810400.0
1100,605.7512609111797,230935796303.0,37196000.0
1120,620.2168047663589,350890147945.0,37581600.0
1140,618.7196305904239,407565361705.0,38160000.0
1160,648.1637109331241,419391012301.0,38545600.0
1180,650.6750027804795,434617551297.0,38931200.0
1200,667.5206328895871,434129608777.0,39316800.0
1220,666.3197011265264,447483212169.0,39702400.0
1240,678.1304691505674,451302860429.0,40280800.0
1260,696.0861650804017,444154703798.0,40666400.0
1280,705.2769503244929,468553652723.0,41052000.0
1300,716.8118738128521,351962535076.0,41437600.0
1320,728.8361574749986,531373969072.0,41823200.0
1340,732.589675997812,548980568467.0,42208800.0
1360,756.0852747959678,566362255005.0,42594400.0
1380,762.1151296718347,564543013674.0,42980000.0
1400,769.9134455612397,581547996184.0,43365600.0
1420,778.1981595047139,567825166417.0,43751200.0
1440,797.8240267591169,594654293500.0,44136800.0
1460,802.0264951376765,591069582352.0,44522400.0
1480,812.304468624867,596964604489.0,44908000.0
1500,825.9790246431345,512463580204.0,45486400.0
1520,837.5654703940436,705361652121.0,45872000.0
1540,853.84106741594,715521889282.0,46257600.0
1560,861.4224531395707,718326647182.0,46450400.0
1580,868.0173389892085,701052156954.0,46836000.0
1600,876.3101901965604,718016393885.0,47221600.0
1620,896.7783485731933,712802146764.0,47607200.0
1640,902.5197505598286,716514902952.0,47992800.0
1660,905.6072706226246,693805773099.0,48378400.0
1680,919.672541915393,707852138698.0,48764000.0
1700,933.878047326288,678073883212.0,49149600.0
1720,944.4781552046952,899023004339.0,49535200.0
1740,968.2890599822668,882711731781.0,49920800.0
1760,975.5290718857848,894372178760.0,50306400.0
1780,971.0906144430932,881767099488.0,50692000.0
1800,989.9502319401852,892770940086.0,51077600.0
1820,1004.2301169986608,853625113399.0,51463200.0
1840,1009.1141861978572,849984050822.0,51656000.0
1860,1018.2781636135076,854627191649.0,52041600.0
1880,1015.988085342815,852805106606.0,52427200.0
1900,1044.258997040897,917070316080.0,52812800.0
1920,1056.853910499215,1100538096546.0,53198400.0
1940,1075.3799394397213,1106049836986.0,53584000.0
1960,1081.282085575143,1078813810383.0,53969600.0
1980,1082.5885926643457,1068387867730.0,54162400.0
2000,1106.213591014182,1016020652910.0,54548000.0
2020,1111.8981720832817,1025128098848.0,54933600.0
2040,1111.802974205038,1003994632460.0,55319200.0
2060,1119.2769278117978,993244830220.0,55704800.0
2080,1138.504127092415,963951985685.0,55897600.0
2100,1156.5009336873752,1151947266536.0,56283200.0
2120,1166.5382045213432,1360415278742.0,56668800.0
2140,1186.1080197248175,1315420074121.0,57054400.0
2160,1183.5611429554149,1321476906313.0,57440000.0
2180,1203.5541670488235,1217870738445.0,57632800.0
2200,1213.1673465667018,1209693785630.0,58018400.0
2220,1213.393701182409,1179872034858.0,58404000.0
2240,1214.587204584693,1138629696484.0,58789600.0
2260,1238.1008685245872,1104938402462.0,58982400.0
2280,1248.6619535614464,1071004249148.0,59368000.0
2300,1270.0861587675315,1416638420065.0,59753600.0
2320,1279.791396231503,1566158519940.0,60139200.0
2340,1292.9817982890954,1506036264510.0,60332000.0
2360,1290.984955446051,1432108394782.0,60717600.0
2380,1312.7328074993204,1389794754973.0,61103200.0
2400,1317.8658588183926,1372830684998.0,61296000.0
2420,1317.2096351860807,1301698686590.0,61681600.0
2440,1330.3179698970011,1281555482955.0,62067200.0
2460,1354.4809818680806,1191174022069.0,62260000.0
2480,1356.7163149002013,1185233381461.0,62645600.0
2500,1378.8256002032456,1680728361068.0,63031200.0
2520,1391.3826666721884,1852179849123.0,63416800.0
2540,1400.1209821710925,1803690742055.0,63609600.0
2560,1403.041587642194,1667151051201.0,63995200.0
2580,1426.7956489641829,1638003636228.0,64380800.0
2600,1420.7580807079764,1487650933452.0,64573600.0
2620,1420.875026146558,1466265582653.0,64959200.0
2640,1453.591012934783,1377918337557.0,65344800.0
2660,1459.1820965103004,1375747500811.0,65537600.0
2680,1467.421306767327,1358267739945.0,65923200.0
2700,1488.1789987110667,2014808158035.0,66116000.0
2720,1504.517787309542,2163432440789.0,66501600.0
2740,1505.4489411768682,2016367846377.0,66887200.0
2760,1521.7681661541744,1914828526019.0,67080000.0
2780,1527.2219105043,1834623065174.0,67465600.0
2800,1524.2896290555325,1570502530460.0,67851200.0
2820,1536.792113971149,872814920050.0,68044000.0
2840,1560.5905304877056,849338715485.0,68429600.0
2860,1566.2149861261018,857092976628.0,68622400.0
2880,1590.821211106398,1155861867567.0,69008000.0
2900,1598.081987252148,2302776821666.0,69393600.0
2920,1609.0066661850478,2390247035047.0,69586400.0
2940,1618.0661391783924,2167680227755.0,69972000.0
2960,1633.006422257622,2101978322825.0,70164800.0
2980,1630.5757485208217,1959767109872.0,70550400.0
3000,1633.1231905762263,1835380214187.0,70936000.0
3020,1660.9659720544298,1767771962963.0,71128800.0
3040,1665.0797771823563,1688540301567.0,71514400.0
3060,1682.3117326464524,1750805781844.0,71707200.0
3080,1701.969383827589,1735066988638.0,72092800.0
3100,1706.9465242716085,2467597519399.0,72285600.0
3120,1725.6765521422549,2161819271732.0,72671200.0
3140,1722.8741367343832,1399346646611.0,73056800.0
3160,1744.5543824471304,1358697186344.0,73249600.0
3180,1737.8500643021328,1334323192822.0,73635200.0
3200,1741.3376911958642,1240775212205.0,73828000.0
3220,1768.2943262373549,1220105739699.0,74213600.0
3240,1774.9117846109416,1183818560294.0,74406400.0
3260,1794.450987441726,1135464435133.0,74792000.0
3280,1810.834067997494,1134450495236.0,74984800.0
3300,1811.675889932179,2956503062476.0,75370400.0
3320,1840.3773774422916,2946534706032.0,75563200.0
3340,1831.5402226488293,2728948877929.0,75948800.0
3360,1857.829814010195,2377621338468.0,76141600.0
3380,1837.2288946698773,2252430565302.0,76527200.0
3400,1860.4426506345428,2283379890549.0,76720000.0
3420,1876.3594365516835,2256845899438.0,77105600.0
3440,1892.3268182121997,2215790265525.0,77298400.0
3460,1914.603585134901,2201900956742.0,77684000.0
3480,1910.903165898796,2226891544470.0,77876800.0
3500,1921.8593440224504,3639353055484.0,78262400.0
3520,1954.8081798486464,3408178124820.0,78455200.0
3540,1939.839330424034,3070125250304.0,78840800.0
3560,1958.7183184244136,2790623567177.0,79033600.0
3580,1946.6349812507167,2180843484249.0,79419200.0
3600,1979.4318620316972,1329439103097.0,79612000.0
3620,1979.3178717497285,1345463800443.0,79997600.0
3640,2004.0580300631696,2271510389659.0,80190400.0
3660,2017.2261171974565,2485662738750.0,80576000.0
3680,2030.2007023068663,2408393318360.0,80768800.0
3700,2033.7727561842175,4002090514975.0,81154400.0
3720,2061.5491704787382,3754420868462.0,81347200.0
3740,2055.560482134529,3289956575072.0,81732800.0
3760,2062.135378303804,2941011625944.0,81925600.0
3780,2058.784741261497,2043511769551.0,82311200.0
3800,2081.7688164289743,1482120271522.0,82504000.0
3820,2100.8725896533383,1457766021559.0,82696800.0
3840,2119.488816449187,1444272088129.0,83082400.0
3860,2124.251053493352,1473508882737.0,83275200.0
3880,2133.0925098249863,1500247622588.0,83660800.0
3900,2144.083403634588,4211183088092.0,83853600.0
3920,2168.634276048881,3928361095341.0,84239200.0
3940,2166.5570709867475,3452435675059.0,84432000.0
3960,2169.495973672946,3111330759778.0,84817600.0
3980,2169.6190174641424,2082132133378.0,85010400.0
4000,2197.807535261523,1670456325375.0,85203200.0
4020,2209.2089964695097,1618042377876.0,85588800.0
4040,2224.821164231028,1623667525013.0,85781600.0
4060,2239.85817458812,1638518723561.0,86167200.0
4080,2250.452675847327,1621942292917.0,86360000.0
4100,2256.2339395839062,4943423640422.0,86745600.0
4120,2272.749093792225,4327428999795.0,86938400.0
4140,2281.0163282909098,3724171636371.0,87131200.0
4160,2271.653248570944,3421408837845.0,87516800.0
4180,2289.9633072728693,3283308594170.0,87709600.0
4200,2297.782114764029,3287268636846.0,88095200.0
4220,2331.9709763177607,3258440830538.0,88288000.0
4240,2332.710625305901,3113724230726.0,88480800.0
4260,2342.934442920191,3097836728844.0,88866400.0
4280,2365.261985172018,3087636827102.0,89059200.0
4300,2370.2970069880744,5254908040834.0,89444800.0
4320,2378.344568515166,4577602255535.0,89637600.0
4340,2394.031243844197,3933421721677.0,89830400.0
4360,2371.6984361081804,2664675211401.0,90216000.0
4380,2402.6559536456634,2004065289671.0,90408800.0
4400,2416.3216618451493,1961348801814.0,90601600.0
4420,2442.148206969872,1957046512152.0,90987200.0
4440,2443.809632320614,1966277571326.0,91180000.0
4460,2453.654072677813,1912462782500.0,91565600.0
4480,2468.6079660899704,1938454877225.0,91758400.0
4500,2482.2907478571387,5966303963876.0,91951200.0
4520,2489.004288561794,5056893746579.0,92336800.0
4540,2500.51279248716,4330859870604.0,92529600.0
4560,2481.3032648824924,3399142594100.0,92722400.0
4580,2511.208056024279,2129994761304.0,93108000.0
4600,2532.726334815083,2154499417923.0,93300800.0
4620,2541.66767907504,2157017032862.0,93686400.0
4640,2559.172999756235,2078196672820.0,93879200.0
4660,2568.4974866845428,2107147421050.0,94072000.0
4680,2563.1456582662,2089785025142.0,94457600.0
4700,2593.7650880039896,6589936305396.0,94650400.0
4720,2594.054207890332,5522278910928.0,94843200.0
4740,2608.7401880845164,3393455239720.0,95228800.0
4760,2593.4495058159314,4528889509225.0,95421600.0
4780,2626.188287274073,4496099951658.0,95614400.0
4800,2634.561249537516,4385051626627.0,96000000.0
4820,2661.3242823479486,4157208751217.0,96192800.0
4840,2663.3509563022126,4133932294636.0,96385600.0
4860,2683.496182294853,3047308858955.0,96771200.0
4880,2671.0899393921773,2050309670863.0,96964000.0
4900,2705.4471875236377,3968363981396.0,97156800.0
4920,2698.702032800545,3651304482622.0,97542400.0
4940,2718.976020874767,3164199361015.0,97735200.0
4960,2704.794372500488,2857065178854.0,97928000.0
4980,2731.9167649472533,2714808000380.0,98313600.0
5000,2762.992137520031,2633810797566.0,98506400.0
